recommendation_id,user_id,content
3655,83,Feel very at ease at home with this
3656,92,Love it!!!
3657,14,Feel very at ease at home with this
3658,46,I usually close myself out from the outside world and listen to this
3659,92,Love it when I can blast this out loud at home
3660,69,Love it when I can blast this out loud at home
3661,82,Feel very at ease at home with this
3662,29,I usually close myself out from the outside world and listen to this
3663,20,Love it when I can blast this out loud at home
3664,2,Love it when I can blast this out loud at home
3665,45,Love it when I can blast this out loud at home
3666,70,Feel very at ease at home with this
3667,68,Love it when I can blast this out loud at home
3668,74,Love it when I can blast this out loud at home
3669,56,Love it when I can blast this out loud at home
3670,86,Love it when I can blast this out loud at home
3671,37,Love it when I can blast this out loud at home
3672,68,Love it!!!
3673,62,Feel very at ease at home with this
3674,6,Love it when I can blast this out loud at home
3675,79,Love it!!!
3676,91,Love it!!!
3677,12,Love it when I can blast this out loud at home
3678,71,Love it when I can blast this out loud at home
3679,73,Love it when I can blast this out loud at home
3680,46,Love it!!!
3681,48,Love it when I can blast this out loud at home
3682,70,I usually close myself out from the outside world and listen to this
3683,66,I usually close myself out from the outside world and listen to this
3684,3,Love it when I can blast this out loud at home
3685,86,I usually close myself out from the outside world and listen to this
3686,81,Feel very at ease at home with this
3687,45,Love it!!!
3688,70,Love it!!!
3689,99,Love it!!!
3690,59,Feel very at ease at home with this
3691,83,Feel very at ease at home with this
3692,34,Love it!!!
3693,67,I usually close myself out from the outside world and listen to this
3694,43,Love it!!!
3695,69,Love it!!!
3696,37,Love it when I can blast this out loud at home
3697,32,Feel very at ease at home with this
3698,57,Feel very at ease at home with this
3699,80,Feel very at ease at home with this
3700,22,Love it when I can blast this out loud at home
3701,64,I usually close myself out from the outside world and listen to this
3702,71,I usually close myself out from the outside world and listen to this
3703,83,I usually close myself out from the outside world and listen to this
3704,11,Feel very at ease at home with this
3705,52,Time passes so much faster with this song when there's a jam
3706,51,It's good for travelling on a long ride.
3707,75,It's good for travelling on a long ride.
3708,12,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3709,52,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3710,93,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3711,77,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3712,16,Time passes so much faster with this song when there's a jam
3713,76,I listen to this while being stuck in a jam
3714,30,I listen to this while being stuck in a jam
3715,51,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3716,78,It's good for travelling on a long ride.
3717,83,I listen to this while being stuck in a jam
3718,89,It's good for travelling on a long ride.
3719,23,It's good for travelling on a long ride.
3720,27,Time passes so much faster with this song when there's a jam
3721,82,It's good for travelling on a long ride.
3722,9,It's good for travelling on a long ride.
3723,29,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3724,41,Time passes so much faster with this song when there's a jam
3725,39,I listen to this while being stuck in a jam
3726,86,Time passes so much faster with this song when there's a jam
3727,39,Time passes so much faster with this song when there's a jam
3728,13,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3729,79,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3730,81,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3731,33,Time passes so much faster with this song when there's a jam
3732,76,I listen to this while being stuck in a jam
3733,95,It's good for travelling on a long ride.
3734,100,Time passes so much faster with this song when there's a jam
3735,73,Time passes so much faster with this song when there's a jam
3736,54,It's good for travelling on a long ride.
3737,88,Time passes so much faster with this song when there's a jam
3738,45,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3739,68,Time passes so much faster with this song when there's a jam
3740,92,I listen to this while being stuck in a jam
3741,92,It's good for travelling on a long ride.
3742,86,Time passes so much faster with this song when there's a jam
3743,81,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3744,4,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3745,88,It's good for travelling on a long ride.
3746,31,It's good for travelling on a long ride.
3747,89,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3748,73,It's good for travelling on a long ride.
3749,17,I listen to this while being stuck in a jam
3750,27,Time passes so much faster with this song when there's a jam
3751,2,It's good for travelling on a long ride.
3752,61,I listen to this while being stuck in a jam
3753,80,I listen to this while being stuck in a jam
3754,6,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3755,38,It's good for travelling on a long ride.
3756,55,It's good for travelling on a long ride.
3757,89,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3758,38,Time passes so much faster with this song when there's a jam
3759,72,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3760,20,It's good for travelling on a long ride.
3761,56,I listen to this while being stuck in a jam
3762,82,Time passes so much faster with this song when there's a jam
3763,70,Time passes so much faster with this song when there's a jam
3764,82,It's good for travelling on a long ride.
3765,44,I listen to this while being stuck in a jam
3766,4,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3767,32,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3768,88,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3769,57,Time passes so much faster with this song when there's a jam
3770,44,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3771,35,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3772,67,It's good for travelling on a long ride.
3773,74,Time passes so much faster with this song when there's a jam
3774,28,Time passes so much faster with this song when there's a jam
3775,80,I listen to this while being stuck in a jam
3776,26,I listen to this while being stuck in a jam
3777,72,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3778,95,It's good for travelling on a long ride.
3779,13,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3780,52,Time passes so much faster with this song when there's a jam
3781,20,It's good for travelling on a long ride.
3782,61,I listen to this while being stuck in a jam
3783,16,It's good for travelling on a long ride.
3784,34,I listen to this while being stuck in a jam
3785,22,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3786,49,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3787,18,Time passes so much faster with this song when there's a jam
3788,45,It's good for travelling on a long ride.
3789,49,It's good for travelling on a long ride.
3790,19,It's good for travelling on a long ride.
3791,17,Time passes so much faster with this song when there's a jam
3792,4,It's good for travelling on a long ride.
3793,57,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3794,27,Time passes so much faster with this song when there's a jam
3795,8,It's good for travelling on a long ride.
3796,70,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3797,56,Time passes so much faster with this song when there's a jam
3798,86,Time passes so much faster with this song when there's a jam
3799,50,It's good for travelling on a long ride.
3800,91,Time passes so much faster with this song when there's a jam
3801,17,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3802,57,Time passes so much faster with this song when there's a jam
3803,96,I feel very much at ease at the coffeehouse near my house after listening to the song.
3804,100,It really matches the atmosphere while I sip my coffee hahaha
3805,33,The song allows me to absorb the cafe place surroundings.
3806,43,It really matches the atmosphere while I sip my coffee hahaha
3807,31,I love how the song matches the vibes at the coffeeplace I always visit!
3808,43,I love how the song matches the vibes at the coffeeplace I always visit!
3809,62,I love how the song matches the vibes at the coffeeplace I always visit!
3810,17,I love how the song matches the vibes at the coffeeplace I always visit!
3811,65,The song allows me to absorb the cafe place surroundings.
3812,67,I feel very much at ease at the coffeehouse near my house after listening to the song.
3813,67,The song allows me to absorb the cafe place surroundings.
3814,76,I love how the song matches the vibes at the coffeeplace I always visit!
3815,78,I feel very much at ease at the coffeehouse near my house after listening to the song.
3816,71,I love how the song matches the vibes at the coffeeplace I always visit!
3817,17,I feel very much at ease at the coffeehouse near my house after listening to the song.
3818,58,I feel very much at ease at the coffeehouse near my house after listening to the song.
3819,22,I feel very much at ease at the coffeehouse near my house after listening to the song.
3820,16,I feel very much at ease at the coffeehouse near my house after listening to the song.
3821,8,I feel very much at ease at the coffeehouse near my house after listening to the song.
3822,51,I feel very much at ease at the coffeehouse near my house after listening to the song.
3823,25,It really matches the atmosphere while I sip my coffee hahaha
3824,100,I love how the song matches the vibes at the coffeeplace I always visit!
3825,58,The song allows me to absorb the cafe place surroundings.
3826,74,I feel very much at ease at the coffeehouse near my house after listening to the song.
3827,50,I love how the song matches the vibes at the coffeeplace I always visit!
3828,15,The song allows me to absorb the cafe place surroundings.
3829,86,The song allows me to absorb the cafe place surroundings.
3830,52,The song allows me to absorb the cafe place surroundings.
3831,10,The song allows me to absorb the cafe place surroundings.
3832,2,I feel very much at ease at the coffeehouse near my house after listening to the song.
3833,11,I love how the song matches the vibes at the coffeeplace I always visit!
3834,89,It really matches the atmosphere while I sip my coffee hahaha
3835,37,The song allows me to absorb the cafe place surroundings.
3836,19,I love how the song matches the vibes at the coffeeplace I always visit!
3837,57,The song allows me to absorb the cafe place surroundings.
3838,2,I feel very much at ease at the coffeehouse near my house after listening to the song.
3839,81,The song allows me to absorb the cafe place surroundings.
3840,68,I love how the song matches the vibes at the coffeeplace I always visit!
3841,9,It really matches the atmosphere while I sip my coffee hahaha
3842,61,I love how the song matches the vibes at the coffeeplace I always visit!
3843,60,It really matches the atmosphere while I sip my coffee hahaha
3844,96,The song allows me to absorb the cafe place surroundings.
3845,69,It really matches the atmosphere while I sip my coffee hahaha
3846,29,The song allows me to absorb the cafe place surroundings.
3847,65,I feel very much at ease at the coffeehouse near my house after listening to the song.
3848,95,I love how the song matches the vibes at the coffeeplace I always visit!
3849,21,It really matches the atmosphere while I sip my coffee hahaha
3850,92,I feel very much at ease at the coffeehouse near my house after listening to the song.
3851,59,The song allows me to absorb the cafe place surroundings.
3852,82,It really matches the atmosphere while I sip my coffee hahaha
3853,92,I feel very much at ease at the coffeehouse near my house after listening to the song.
3854,92,I love how the song matches the vibes at the coffeeplace I always visit!
3855,59,I feel very much at ease at the coffeehouse near my house after listening to the song.
3856,73,I feel very much at ease at the coffeehouse near my house after listening to the song.
3857,61,The song allows me to absorb the cafe place surroundings.
3858,57,I feel very much at ease at the coffeehouse near my house after listening to the song.
3859,24,I love how the song matches the vibes at the coffeeplace I always visit!
3860,97,I love how the song matches the vibes at the coffeeplace I always visit!
3861,95,I feel very much at ease at the coffeehouse near my house after listening to the song.
3862,30,The song allows me to absorb the cafe place surroundings.
3863,70,I love how the song matches the vibes at the coffeeplace I always visit!
3864,14,The song allows me to absorb the cafe place surroundings.
3865,45,I love how the song matches the vibes at the coffeeplace I always visit!
3866,87,It really matches the atmosphere while I sip my coffee hahaha
3867,47,I love how the song matches the vibes at the coffeeplace I always visit!
3868,30,I love how the song matches the vibes at the coffeeplace I always visit!
3869,51,I feel very much at ease at the coffeehouse near my house after listening to the song.
3870,35,It really matches the atmosphere while I sip my coffee hahaha
3871,56,I love how the song matches the vibes at the coffeeplace I always visit!
3872,73,I love how the song matches the vibes at the coffeeplace I always visit!
3873,96,The song allows me to absorb the cafe place surroundings.
3874,99,The song allows me to absorb the cafe place surroundings.
3875,34,I love how the song matches the vibes at the coffeeplace I always visit!
3876,62,I love how the song matches the vibes at the coffeeplace I always visit!
3877,91,I love how the song matches the vibes at the coffeeplace I always visit!
3878,68,I feel very much at ease at the coffeehouse near my house after listening to the song.
3879,97,The song allows me to absorb the cafe place surroundings.
3880,98,The song allows me to absorb the cafe place surroundings.
3881,98,I love how the song matches the vibes at the coffeeplace I always visit!
3882,11,The song allows me to absorb the cafe place surroundings.
3883,3,I feel very much at ease at the coffeehouse near my house after listening to the song.
3884,70,I feel very much at ease at the coffeehouse near my house after listening to the song.
3885,70,I feel very much at ease at the coffeehouse near my house after listening to the song.
3886,38,I love how the song matches the vibes at the coffeeplace I always visit!
3887,87,I love how the song matches the vibes at the coffeeplace I always visit!
3888,21,It really matches the atmosphere while I sip my coffee hahaha
3889,20,I feel very much at ease at the coffeehouse near my house after listening to the song.
3890,16,It really matches the atmosphere while I sip my coffee hahaha
3891,58,I feel very much at ease at the coffeehouse near my house after listening to the song.
3892,48,The song allows me to absorb the cafe place surroundings.
3893,47,It really matches the atmosphere while I sip my coffee hahaha
3894,53,I feel very much at ease at the coffeehouse near my house after listening to the song.
3895,82,It really matches the atmosphere while I sip my coffee hahaha
3896,97,I feel very much at ease at the coffeehouse near my house after listening to the song.
3897,31,The song allows me to absorb the cafe place surroundings.
3898,20,I feel very much at ease at the coffeehouse near my house after listening to the song.
3899,14,It really matches the atmosphere while I sip my coffee hahaha
3900,25,I love how the song matches the vibes at the coffeeplace I always visit!
3901,14,It really matches the atmosphere while I sip my coffee hahaha
3902,46,The song allows me to absorb the cafe place surroundings.
3903,69,I love how the song matches the vibes at the coffeeplace I always visit!
3904,2,I love how the song matches the vibes at the coffeeplace I always visit!
3905,33,Feel very at ease at home with this
3906,82,It fits the vibe whenever I walk in a dark empty street somehow.
3907,60,I enjoy walking past and watching people in the streets and this song makes my day even better.
3908,36,It fits the vibe whenever I walk in a dark empty street somehow.
3909,11,I listen to this while being stuck in a jam
3910,97,Love it when I can blast this out loud at home
3911,33,Love it when I can blast this out loud at home
3912,23,Morning trains can get really crowded and smelly but this helps me to stay away mentally
3913,4,Time passes so much faster with this song when there's a jam
3914,53,I love how the song matches the vibes at the coffeeplace I always visit!
3915,64,Love it when I can blast this out loud at home
3916,87,I enjoy walking past and watching people in the streets and this song makes my day even better.
3917,14,It fits the vibe whenever I walk in a dark empty street somehow.
3918,35,It fits the vibe whenever I walk in a dark empty street somehow.
3919,76,I enjoy walking past and watching people in the streets and this song makes my day even better.
3920,95,It's good for travelling on a long ride.
3921,94,This song adds so much bounce in my steps I feel like dancing.
3922,21,The song allows me to absorb the cafe place surroundings.
3923,41,Time passes so much faster with this song when there's a jam
1,99,It's great to listen to this when I have nothing to do.
2,82,When I'm just chillax this is great for accompany
3,32,When I'm just chillax this is great for accompany
4,45,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
5,49,I listen to this when I surf the web and read random memes haha
6,41,I listen to this when I surf the web and read random memes haha
7,46,I love its chill vibes
8,45,I love its chill vibes
9,43,I usually listen to it when I'm on my way and it helps to pass time quickly.
10,11,It's great to listen to this when I have nothing to do.
11,95,I listen to this when I surf the web and read random memes haha
12,90,I love its chill vibes
13,89,I feel like I have an additional drive and motivation to work after listening to this song.
14,22,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
15,20,I love its chill vibes
16,74,I love its chill vibes
17,98,I listen to this when I surf the web and read random memes haha
18,31,I usually listen to it when I'm on my way and it helps to pass time quickly.
19,45,I love its chill vibes
20,80,I love its chill vibes
21,19,It keeps me pumped while exercising.
22,29,I love its chill vibes
23,45,When I'm just chillax this is great for accompany
24,8,I love its chill vibes
25,42,When I'm just chillax this is great for accompany
26,6,When I'm just chillax this is great for accompany
27,92,"Look out the window and see things fly pass you, this song is great for that."
28,81,I usually listen to it when I'm on my way and it helps to pass time quickly.
29,46,It sounds so vibrant and colorful like a bunch of rainbows!
30,52,I love its chill vibes
31,80,I love its chill vibes
32,77,It keeps me going.
33,5,It's great to listen to this when I have nothing to do.
34,40,I love its chill vibes
35,12,When I'm just chillax this is great for accompany
36,32,When I'm just chillax this is great for accompany
37,12,When I'm just chillax this is great for accompany
38,74,It's good for the journey back.
39,60,I love its chill vibes
40,20,I listen to this when I surf the web and read random memes haha
41,87,When I'm just chillax this is great for accompany
42,10,It's great to listen to this when I have nothing to do.
43,56,It's great to listen to this when I have nothing to do.
44,53,I love its chill vibes
45,9,It's good for the journey back.
46,64,When I'm just chillax this is great for accompany
47,33,I love its chill vibes
48,93,I listen to this when I surf the web and read random memes haha
49,68,I love its chill vibes
50,4,When I'm just chillax this is great for accompany
51,83,It's great to listen to this when I have nothing to do.
52,50,I listen to this when I surf the web and read random memes haha
53,88,Werk werk werk werk werk
54,10,I want to bounce along with the song!!
55,23,It sounds so vibrant and colorful like a bunch of rainbows!
56,42,"I get so many great ideas while listening to this, I guess art creates more art!!"
57,95,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
58,55,It sounds so vibrant and colorful like a bunch of rainbows!
59,17,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
60,68,"I get so many great ideas while listening to this, I guess art creates more art!!"
61,16,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
62,53,I want to bounce along with the song!!
63,35,It sounds so vibrant and colorful like a bunch of rainbows!
64,100,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
65,55,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
66,68,It sounds so vibrant and colorful like a bunch of rainbows!
67,83,It's great to listen to this when I have nothing to do.
68,37,I love its chill vibes
69,38,I feel like I have an additional drive and motivation to work after listening to this song.
70,19,"I usually get distracted, but this song helps me to continuously do my work."
71,19,"I usually get distracted, but this song helps me to continuously do my work."
72,18,Werk werk werk werk werk
73,21,It keeps me going.
74,57,"I usually get distracted, but this song helps me to continuously do my work."
75,27,Werk werk werk werk werk
76,79,It keeps me going.
77,95,I feel like I have an additional drive and motivation to work after listening to this song.
78,32,When I'm just chillax this is great for accompany
79,7,I love its chill vibes
80,75,I usually listen to it when I'm on my way and it helps to pass time quickly.
81,59,It keeps me going.
82,29,It's great to listen to this when I have nothing to do.
83,46,When I'm just chillax this is great for accompany
84,86,I listen to this when I surf the web and read random memes haha
85,15,I love its chill vibes
86,59,I love its chill vibes
87,60,I listen to this when I surf the web and read random memes haha
88,88,I listen to this when I surf the web and read random memes haha
89,13,It's great to listen to this when I have nothing to do.
90,98,It's great to listen to this when I have nothing to do.
91,36,I listen to this when I surf the web and read random memes haha
92,41,When I'm just chillax this is great for accompany
93,11,When I'm just chillax this is great for accompany
94,58,It's great to listen to this when I have nothing to do.
95,12,"Look out the window and see things fly pass you, this song is great for that."
96,19,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
97,40,It keeps me going.
98,45,I feel like I have an additional drive and motivation to work after listening to this song.
99,67,It keeps me going.
100,65,Werk werk werk werk werk
101,49,When I'm just chillax this is great for accompany
102,43,When I'm just chillax this is great for accompany
103,30,When I'm just chillax this is great for accompany
104,1,I listen to this when I surf the web and read random memes haha
105,44,It's good for the journey back.
106,93,When I'm just chillax this is great for accompany
107,46,When I'm just chillax this is great for accompany
108,70,When I'm just chillax this is great for accompany
109,19,I love its chill vibes
110,42,When I'm just chillax this is great for accompany
111,36,I love its chill vibes
112,10,It's great to listen to this when I have nothing to do.
113,22,When I'm just chillax this is great for accompany
114,43,I love its chill vibes
115,96,It's great to listen to this when I have nothing to do.
116,19,It's great to listen to this when I have nothing to do.
117,87,I love its chill vibes
118,94,It's great to listen to this when I have nothing to do.
119,68,It's great to listen to this when I have nothing to do.
120,73,I listen to this when I surf the web and read random memes haha
121,48,I listen to this when I surf the web and read random memes haha
122,16,It's great to listen to this when I have nothing to do.
123,85,I love its chill vibes
124,64,I listen to this when I surf the web and read random memes haha
125,43,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
126,52,I usually listen to it when I'm on my way and it helps to pass time quickly.
127,46,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
128,91,"Look out the window and see things fly pass you, this song is great for that."
129,13,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
130,81,I usually listen to it when I'm on my way and it helps to pass time quickly.
131,96,It's good for the journey back.
132,60,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
133,58,"Look out the window and see things fly pass you, this song is great for that."
134,54,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
135,90,I usually listen to it when I'm on my way and it helps to pass time quickly.
136,86,It sounds so vibrant and colorful like a bunch of rainbows!
137,1,"I get so many great ideas while listening to this, I guess art creates more art!!"
138,94,It sounds so vibrant and colorful like a bunch of rainbows!
139,98,I want to bounce along with the song!!
140,78,"I get so many great ideas while listening to this, I guess art creates more art!!"
141,95,It sounds so vibrant and colorful like a bunch of rainbows!
142,93,I want to bounce along with the song!!
143,12,I want to bounce along with the song!!
144,13,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
145,3,It sounds so vibrant and colorful like a bunch of rainbows!
146,46,"I get so many great ideas while listening to this, I guess art creates more art!!"
147,83,"I get so many great ideas while listening to this, I guess art creates more art!!"
148,57,I want to bounce along with the song!!
149,87,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
150,93,I want to bounce along with the song!!
151,20,"I get so many great ideas while listening to this, I guess art creates more art!!"
152,91,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
153,63,"I get so many great ideas while listening to this, I guess art creates more art!!"
154,33,"I get so many great ideas while listening to this, I guess art creates more art!!"
155,7,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
156,83,"I get so many great ideas while listening to this, I guess art creates more art!!"
157,34,"I get so many great ideas while listening to this, I guess art creates more art!!"
158,98,"I get so many great ideas while listening to this, I guess art creates more art!!"
159,93,I want to bounce along with the song!!
160,37,It sounds so vibrant and colorful like a bunch of rainbows!
161,93,I want to bounce along with the song!!
162,74,It sounds so vibrant and colorful like a bunch of rainbows!
163,35,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
164,3,I want to bounce along with the song!!
165,8,It sounds so vibrant and colorful like a bunch of rainbows!
166,35,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
167,49,"I get so many great ideas while listening to this, I guess art creates more art!!"
168,95,"I get so many great ideas while listening to this, I guess art creates more art!!"
169,72,It sounds so vibrant and colorful like a bunch of rainbows!
170,86,It sounds so vibrant and colorful like a bunch of rainbows!
171,68,When I'm just chillax this is great for accompany
172,82,When I'm just chillax this is great for accompany
173,52,I listen to this when I surf the web and read random memes haha
174,92,I love its chill vibes
175,41,I love its chill vibes
176,30,I love its chill vibes
177,54,I love its chill vibes
178,67,It's great to listen to this when I have nothing to do.
179,26,When I'm just chillax this is great for accompany
180,51,I love its chill vibes
181,71,I love its chill vibes
182,60,I love its chill vibes
183,76,It's great to listen to this when I have nothing to do.
184,1,It's great to listen to this when I have nothing to do.
185,89,When I'm just chillax this is great for accompany
186,27,I love its chill vibes
187,11,I love its chill vibes
188,9,I listen to this when I surf the web and read random memes haha
189,4,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
190,43,It's good for the journey back.
191,3,I usually listen to it when I'm on my way and it helps to pass time quickly.
192,35,I usually listen to it when I'm on my way and it helps to pass time quickly.
193,82,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
194,96,I usually listen to it when I'm on my way and it helps to pass time quickly.
195,95,I usually listen to it when I'm on my way and it helps to pass time quickly.
196,14,"Look out the window and see things fly pass you, this song is great for that."
197,100,I usually listen to it when I'm on my way and it helps to pass time quickly.
198,1,It's good for the journey back.
199,50,"Look out the window and see things fly pass you, this song is great for that."
200,35,It's good for the journey back.
201,72,I usually listen to it when I'm on my way and it helps to pass time quickly.
202,69,When I'm just chillax this is great for accompany
203,72,It's great to listen to this when I have nothing to do.
204,30,I listen to this when I surf the web and read random memes haha
205,4,I want to bounce along with the song!!
206,92,It sounds so vibrant and colorful like a bunch of rainbows!
207,69,"I love to put this on while I'm trying to draw or paint, it gives me lots of ideas."
208,29,I want to bounce along with the song!!
209,39,"I get so many great ideas while listening to this, I guess art creates more art!!"
210,14,It's great to listen to this when I have nothing to do.
211,26,When I'm just chillax this is great for accompany
212,95,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
213,15,It's good for the journey back.
214,95,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
215,83,It's good for the journey back.
216,63,"Look out the window and see things fly pass you, this song is great for that."
217,34,I usually listen to it when I'm on my way and it helps to pass time quickly.
218,30,When I'm just chillax this is great for accompany
219,22,It's great to listen to this when I have nothing to do.
220,90,I love its chill vibes
221,18,I listen to this when I surf the web and read random memes haha
222,87,It's great to listen to this when I have nothing to do.
223,49,I sing along in the shower hahahaha
224,54,Keeps me company while I take half an hour to shower lol
225,18,"It's a little weird, but I feel like I'm in my own world while showering."
226,19,"Enjoy your shower with this song, it only gets better."
227,80,It keeps me pumped while exercising.
228,74,Keep that adrenaline going!!
229,62,I feel so much more energized when I run with this song.
230,83,It keeps me pumped while exercising.
231,42,"It's a must-have to my jogging playlist, so should you too :)"
232,10,Keep that adrenaline going!!
233,47,I feel so much more energized when I run with this song.
234,39,"It's a must-have to my jogging playlist, so should you too :)"
235,10,I love its chill vibes
236,59,It's great to listen to this when I have nothing to do.
237,15,I love its chill vibes
238,5,When I'm just chillax this is great for accompany
239,73,I love its chill vibes
240,87,When I'm just chillax this is great for accompany
241,20,I love its chill vibes
242,63,I love its chill vibes
243,30,I love its chill vibes
244,55,I listen to this when I surf the web and read random memes haha
245,24,When I'm just chillax this is great for accompany
246,15,It's great to listen to this when I have nothing to do.
247,76,I love its chill vibes
248,81,I listen to this when I surf the web and read random memes haha
249,73,I listen to this when I surf the web and read random memes haha
250,41,It's great to listen to this when I have nothing to do.
251,100,I listen to this when I surf the web and read random memes haha
252,82,When I'm just chillax this is great for accompany
253,23,I love its chill vibes
254,44,It's great to listen to this when I have nothing to do.
255,27,I listen to this when I surf the web and read random memes haha
256,5,It's great to listen to this when I have nothing to do.
257,70,It's good for the journey back.
258,26,It's good for the journey back.
259,36,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
260,81,I usually listen to it when I'm on my way and it helps to pass time quickly.
261,58,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
262,1,I usually listen to it when I'm on my way and it helps to pass time quickly.
263,39,"Look out the window and see things fly pass you, this song is great for that."
264,78,I usually listen to it when I'm on my way and it helps to pass time quickly.
265,42,I usually listen to it when I'm on my way and it helps to pass time quickly.
266,44,I usually listen to it when I'm on my way and it helps to pass time quickly.
267,49,"Look out the window and see things fly pass you, this song is great for that."
268,22,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
269,5,"Look out the window and see things fly pass you, this song is great for that."
270,81,I usually listen to it when I'm on my way and it helps to pass time quickly.
271,52,I listen to this when I surf the web and read random memes haha
272,80,When I'm just chillax this is great for accompany
273,48,It's great to listen to this when I have nothing to do.
274,90,I love its chill vibes
275,27,It's great to listen to this when I have nothing to do.
276,39,It's great to listen to this when I have nothing to do.
277,67,I love its chill vibes
278,13,I listen to this when I surf the web and read random memes haha
279,74,It's great to listen to this when I have nothing to do.
280,4,When I'm just chillax this is great for accompany
281,63,I listen to this when I surf the web and read random memes haha
282,4,I love its chill vibes
283,82,It's great to listen to this when I have nothing to do.
284,26,It's great to listen to this when I have nothing to do.
285,54,It's great to listen to this when I have nothing to do.
286,78,It's great to listen to this when I have nothing to do.
287,50,I listen to this when I surf the web and read random memes haha
288,80,When I'm just chillax this is great for accompany
289,26,I love its chill vibes
290,24,I listen to this when I surf the web and read random memes haha
291,7,I listen to this when I surf the web and read random memes haha
292,84,When I'm just chillax this is great for accompany
293,75,When I'm just chillax this is great for accompany
294,55,I listen to this when I surf the web and read random memes haha
295,17,It's great to listen to this when I have nothing to do.
296,16,When I'm just chillax this is great for accompany
297,24,I love its chill vibes
298,78,It's great to listen to this when I have nothing to do.
299,28,It's great to listen to this when I have nothing to do.
300,46,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
301,10,I usually listen to it when I'm on my way and it helps to pass time quickly.
302,58,"Look out the window and see things fly pass you, this song is great for that."
303,2,"Look out the window and see things fly pass you, this song is great for that."
304,84,"Look out the window and see things fly pass you, this song is great for that."
305,82,It's good for the journey back.
306,92,"When I drive alone and this song plays in the car, it makes the drive more enjoyable."
307,97,I feel like I have an additional drive and motivation to work after listening to this song.
308,26,"I usually get distracted, but this song helps me to continuously do my work."
309,65,Werk werk werk werk werk
310,64,It's great to listen to this when I have nothing to do.
311,37,I listen to this when I surf the web and read random memes haha
312,24,It's great to listen to this when I have nothing to do.
313,27,I listen to this when I surf the web and read random memes haha
314,35,I love its chill vibes
315,68,It's great to listen to this when I have nothing to do.
316,28,I listen to this when I surf the web and read random memes haha
317,80,I listen to this when I surf the web and read random memes haha
318,95,I love its chill vibes
319,31,When I'm just chillax this is great for accompany
320,62,It's great to listen to this when I have nothing to do.
321,4,It's great to listen to this when I have nothing to do.
